+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ;
+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                                                                                                                      ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; inst27|DDR2_ctrl_top_inst|traffic_gen_inst|mm_traffic_generator_0|traffic_generator_0|addr_burstcount_fifo|scfifo_inst|auto_generated|dpfifo|FIFOram                                                                                                                                           ; 35    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|traffic_gen_inst|mm_traffic_generator_0|traffic_generator_0|addr_burstcount_fifo|scfifo_inst|auto_generated|dpfifo                                                                                                                                                   ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|traffic_gen_inst|mm_traffic_generator_0|traffic_generator_0|addr_burstcount_fifo|scfifo_inst|auto_generated                                                                                                                                                          ; 32    ; 0              ; 0            ; 0              ; 30     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|traffic_gen_inst|mm_traffic_generator_0|traffic_generator_0|addr_burstcount_fifo                                                                                                                                                                                     ; 31    ; 0              ; 0            ; 0              ; 28     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|traffic_gen_inst|mm_traffic_generator_0|traffic_generator_0|data_gen_inst|lfsr_gen[0].lfsr_inst                                                                                                                                                                      ; 3     ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|traffic_gen_inst|mm_traffic_generator_0|traffic_generator_0|data_gen_inst                                                                                                                                                                                            ; 3     ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|traffic_gen_inst|mm_traffic_generator_0|traffic_generator_0|addr_gen_inst|template_addr_gen_inst                                                                                                                                                                     ; 3     ; 25             ; 0            ; 25             ; 26     ; 25              ; 25            ; 25              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|traffic_gen_inst|mm_traffic_generator_0|traffic_generator_0|addr_gen_inst|rand_seq_addr_gen_inst|burst_boundary_addr_gen_inst                                                                                                                                        ; 25    ; 0              ; 2            ; 0              ; 23     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|traffic_gen_inst|mm_traffic_generator_0|traffic_generator_0|addr_gen_inst|rand_seq_addr_gen_inst|rand_seq_prob|random_gen.lfsr_inst                                                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|traffic_gen_inst|mm_traffic_generator_0|traffic_generator_0|addr_gen_inst|rand_seq_addr_gen_inst|rand_seq_prob                                                                                                                                                       ; 3     ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|traffic_gen_inst|mm_traffic_generator_0|traffic_generator_0|addr_gen_inst|rand_seq_addr_gen_inst|rand_burstcount|power_of_two_false.rand_burstcount|random_gen.lfsr_inst                                                                                             ; 3     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|traffic_gen_inst|mm_traffic_generator_0|traffic_generator_0|addr_gen_inst|rand_seq_addr_gen_inst|rand_burstcount|power_of_two_false.rand_burstcount                                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|traffic_gen_inst|mm_traffic_generator_0|traffic_generator_0|addr_gen_inst|rand_seq_addr_gen_inst|rand_burstcount                                                                                                                                                     ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|traffic_gen_inst|mm_traffic_generator_0|traffic_generator_0|addr_gen_inst|rand_seq_addr_gen_inst|rand_addr_high                                                                                                                                                      ; 3     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|traffic_gen_inst|mm_traffic_generator_0|traffic_generator_0|addr_gen_inst|rand_seq_addr_gen_inst|rand_addr_low                                                                                                                                                       ; 3     ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|traffic_gen_inst|mm_traffic_generator_0|traffic_generator_0|addr_gen_inst|rand_seq_addr_gen_inst                                                                                                                                                                     ; 3     ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|traffic_gen_inst|mm_traffic_generator_0|traffic_generator_0|addr_gen_inst|rand_addr_gen_inst|burst_boundary_addr_gen_inst                                                                                                                                            ; 25    ; 1              ; 2            ; 1              ; 23     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|traffic_gen_inst|mm_traffic_generator_0|traffic_generator_0|addr_gen_inst|rand_addr_gen_inst|rand_burstcount|power_of_two_false.rand_burstcount|random_gen.lfsr_inst                                                                                                 ; 3     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|traffic_gen_inst|mm_traffic_generator_0|traffic_generator_0|addr_gen_inst|rand_addr_gen_inst|rand_burstcount|power_of_two_false.rand_burstcount                                                                                                                      ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|traffic_gen_inst|mm_traffic_generator_0|traffic_generator_0|addr_gen_inst|rand_addr_gen_inst|rand_burstcount                                                                                                                                                         ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|traffic_gen_inst|mm_traffic_generator_0|traffic_generator_0|addr_gen_inst|rand_addr_gen_inst|rand_addr_high                                                                                                                                                          ; 3     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|traffic_gen_inst|mm_traffic_generator_0|traffic_generator_0|addr_gen_inst|rand_addr_gen_inst|rand_addr_low                                                                                                                                                           ; 3     ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|traffic_gen_inst|mm_traffic_generator_0|traffic_generator_0|addr_gen_inst|rand_addr_gen_inst                                                                                                                                                                         ; 3     ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|traffic_gen_inst|mm_traffic_generator_0|traffic_generator_0|addr_gen_inst|seq_addr_gen_inst|burst_boundary_addr_gen_inst                                                                                                                                             ; 25    ; 0              ; 2            ; 0              ; 23     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|traffic_gen_inst|mm_traffic_generator_0|traffic_generator_0|addr_gen_inst|seq_addr_gen_inst|rand_burstcount|power_of_two_false.rand_burstcount|random_gen.lfsr_inst                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|traffic_gen_inst|mm_traffic_generator_0|traffic_generator_0|addr_gen_inst|seq_addr_gen_inst|rand_burstcount|power_of_two_false.rand_burstcount                                                                                                                       ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|traffic_gen_inst|mm_traffic_generator_0|traffic_generator_0|addr_gen_inst|seq_addr_gen_inst|rand_burstcount                                                                                                                                                          ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|traffic_gen_inst|mm_traffic_generator_0|traffic_generator_0|addr_gen_inst|seq_addr_gen_inst                                                                                                                                                                          ; 3     ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|traffic_gen_inst|mm_traffic_generator_0|traffic_generator_0|addr_gen_inst                                                                                                                                                                                            ; 35    ; 2              ; 0            ; 2              ; 28     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|traffic_gen_inst|mm_traffic_generator_0|traffic_generator_0|ureset_driver_clk                                                                                                                                                                                        ; 2     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|traffic_gen_inst|mm_traffic_generator_0|traffic_generator_0                                                                                                                                                                                                          ; 87    ; 51             ; 0            ; 51             ; 133    ; 51              ; 51            ; 51              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|traffic_gen_inst|mm_traffic_generator_0                                                                                                                                                                                                                              ; 36    ; 0              ; 0            ; 0              ; 133    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|traffic_gen_inst                                                                                                                                                                                                                                                     ; 36    ; 0              ; 0            ; 0              ; 133    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|DDR2_arb_inst                                                                                                                                                                                                                                                        ; 117   ; 4              ; 9            ; 4              ; 68     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|rcmdfifo|dcfifo_mixed_widths_component|auto_generated|wrfull_eq_comp                                                                                                                                                                                                 ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|rcmdfifo|dcfifo_mixed_widths_component|auto_generated|wrempty_eq_comp                                                                                                                                                                                                ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|rcmdfifo|dcfifo_mixed_widths_component|auto_generated|rdfull_eq_comp                                                                                                                                                                                                 ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|rcmdfifo|dcfifo_mixed_widths_component|auto_generated|rdempty_eq_comp                                                                                                                                                                                                ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|rcmdfifo|dcfifo_mixed_widths_component|auto_generated|ws_dgrp|dffpipe9                                                                                                                                                                                               ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|rcmdfifo|dcfifo_mixed_widths_component|auto_generated|ws_dgrp                                                                                                                                                                                                        ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|rcmdfifo|dcfifo_mixed_widths_component|auto_generated|ws_bwp                                                                                                                                                                                                         ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|rcmdfifo|dcfifo_mixed_widths_component|auto_generated|ws_brp                                                                                                                                                                                                         ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|rcmdfifo|dcfifo_mixed_widths_component|auto_generated|wrfull_reg                                                                                                                                                                                                     ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|rcmdfifo|dcfifo_mixed_widths_component|auto_generated|rs_dgwp|dffpipe6                                                                                                                                                                                               ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|rcmdfifo|dcfifo_mixed_widths_component|auto_generated|rs_dgwp                                                                                                                                                                                                        ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|rcmdfifo|dcfifo_mixed_widths_component|auto_generated|rs_bwp                                                                                                                                                                                                         ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|rcmdfifo|dcfifo_mixed_widths_component|auto_generated|rs_brp                                                                                                                                                                                                         ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|rcmdfifo|dcfifo_mixed_widths_component|auto_generated|rdfull_reg                                                                                                                                                                                                     ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|rcmdfifo|dcfifo_mixed_widths_component|auto_generated|fifo_ram                                                                                                                                                                                                       ; 47    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|rcmdfifo|dcfifo_mixed_widths_component|auto_generated|wrptr_g1p                                                                                                                                                                                                      ; 3     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|rcmdfifo|dcfifo_mixed_widths_component|auto_generated|rdptr_g1p                                                                                                                                                                                                      ; 3     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|rcmdfifo|dcfifo_mixed_widths_component|auto_generated|ws_dgrp_gray2bin                                                                                                                                                                                               ; 9     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|rcmdfifo|dcfifo_mixed_widths_component|auto_generated|wrptr_g_gray2bin                                                                                                                                                                                               ; 9     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|rcmdfifo|dcfifo_mixed_widths_component|auto_generated|rs_dgwp_gray2bin                                                                                                                                                                                               ; 9     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|rcmdfifo|dcfifo_mixed_widths_component|auto_generated|rdptr_g_gray2bin                                                                                                                                                                                               ; 9     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|rcmdfifo|dcfifo_mixed_widths_component|auto_generated                                                                                                                                                                                                                ; 31    ; 0              ; 0            ; 0              ; 47     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|rcmdfifo                                                                                                                                                                                                                                                             ; 31    ; 10             ; 0            ; 10             ; 47     ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|wcmdfifo|dcfifo_mixed_widths_component|auto_generated|wrfull_eq_comp                                                                                                                                                                                                 ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|wcmdfifo|dcfifo_mixed_widths_component|auto_generated|wrempty_eq_comp                                                                                                                                                                                                ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|wcmdfifo|dcfifo_mixed_widths_component|auto_generated|rdfull_eq_comp                                                                                                                                                                                                 ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|wcmdfifo|dcfifo_mixed_widths_component|auto_generated|rdempty_eq_comp                                                                                                                                                                                                ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|wcmdfifo|dcfifo_mixed_widths_component|auto_generated|ws_dgrp|dffpipe9                                                                                                                                                                                               ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|wcmdfifo|dcfifo_mixed_widths_component|auto_generated|ws_dgrp                                                                                                                                                                                                        ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|wcmdfifo|dcfifo_mixed_widths_component|auto_generated|ws_bwp                                                                                                                                                                                                         ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|wcmdfifo|dcfifo_mixed_widths_component|auto_generated|ws_brp                                                                                                                                                                                                         ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|wcmdfifo|dcfifo_mixed_widths_component|auto_generated|wrfull_reg                                                                                                                                                                                                     ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|wcmdfifo|dcfifo_mixed_widths_component|auto_generated|rs_dgwp|dffpipe6                                                                                                                                                                                               ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|wcmdfifo|dcfifo_mixed_widths_component|auto_generated|rs_dgwp                                                                                                                                                                                                        ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|wcmdfifo|dcfifo_mixed_widths_component|auto_generated|rs_bwp                                                                                                                                                                                                         ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|wcmdfifo|dcfifo_mixed_widths_component|auto_generated|rs_brp                                                                                                                                                                                                         ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|wcmdfifo|dcfifo_mixed_widths_component|auto_generated|rdfull_reg                                                                                                                                                                                                     ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|wcmdfifo|dcfifo_mixed_widths_component|auto_generated|fifo_ram                                                                                                                                                                                                       ; 79    ; 0              ; 0            ; 0              ; 58     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|wcmdfifo|dcfifo_mixed_widths_component|auto_generated|wrptr_g1p                                                                                                                                                                                                      ; 3     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|wcmdfifo|dcfifo_mixed_widths_component|auto_generated|rdptr_g1p                                                                                                                                                                                                      ; 3     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|wcmdfifo|dcfifo_mixed_widths_component|auto_generated|ws_dgrp_gray2bin                                                                                                                                                                                               ; 9     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|wcmdfifo|dcfifo_mixed_widths_component|auto_generated|wrptr_g_gray2bin                                                                                                                                                                                               ; 9     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|wcmdfifo|dcfifo_mixed_widths_component|auto_generated|rs_dgwp_gray2bin                                                                                                                                                                                               ; 9     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|wcmdfifo|dcfifo_mixed_widths_component|auto_generated|rdptr_g_gray2bin                                                                                                                                                                                               ; 9     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|wcmdfifo|dcfifo_mixed_widths_component|auto_generated                                                                                                                                                                                                                ; 63    ; 0              ; 0            ; 0              ; 79     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst|wcmdfifo                                                                                                                                                                                                                                                             ; 63    ; 2              ; 0            ; 2              ; 79     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|DDR2_ctrl_top_inst                                                                                                                                                                                                                                                                      ; 105   ; 1              ; 0            ; 1              ; 129    ; 1               ; 1             ; 1               ; 20    ; 0              ; 0            ; 0                ; 0                 ;
; inst27|wfm_player_inst|wfm_rcmd_fsm_inst                                                                                                                                                                                                                                                       ; 30    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|wfm_player_inst|wfm_wcmd_fsm_inst                                                                                                                                                                                                                                                       ; 17    ; 0              ; 1            ; 0              ; 54     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|wfm_player_inst|wfm_in_fifo|dcfifo_mixed_widths_component|auto_generated|wrfull_eq_comp                                                                                                                                                                                                 ; 24    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|wfm_player_inst|wfm_in_fifo|dcfifo_mixed_widths_component|auto_generated|wrempty_eq_comp                                                                                                                                                                                                ; 24    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|wfm_player_inst|wfm_in_fifo|dcfifo_mixed_widths_component|auto_generated|rdfull_eq_comp                                                                                                                                                                                                 ; 24    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|wfm_player_inst|wfm_in_fifo|dcfifo_mixed_widths_component|auto_generated|rdempty_eq_comp                                                                                                                                                                                                ; 24    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|wfm_player_inst|wfm_in_fifo|dcfifo_mixed_widths_component|auto_generated|ws_dgrp|dffpipe12                                                                                                                                                                                              ; 14    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|wfm_player_inst|wfm_in_fifo|dcfifo_mixed_widths_component|auto_generated|ws_dgrp                                                                                                                                                                                                        ; 14    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|wfm_player_inst|wfm_in_fifo|dcfifo_mixed_widths_component|auto_generated|ws_bwp                                                                                                                                                                                                         ; 14    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|wfm_player_inst|wfm_in_fifo|dcfifo_mixed_widths_component|auto_generated|ws_brp                                                                                                                                                                                                         ; 14    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|wfm_player_inst|wfm_in_fifo|dcfifo_mixed_widths_component|auto_generated|wrfull_reg                                                                                                                                                                                                     ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst27|wfm_player_inst|wfm_in_fifo|dcfifo_mixed_widths_component|auto_generated|rs_dgwp|dffpipe9                                                                                                                                                                                               ; 14    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
